fecha,hora,parada,linea,identificadorCoche,esAdaptado,tiempo_min,distancia_km
2025-09-14,21:25:58,7881,153 N,326(C),True,97,6.955867426131365
2025-09-14,21:31:06,7881,153 R,335(A),True,10,3.4621815431477185
2025-09-14,21:31:06,7881,120,395(A),True,27,3.367338776751023
2025-09-14,21:31:06,7881,120,375(C),False,81,3.6194698544646564
2025-09-14,21:31:06,7881,153 N,326(C),True,91,5.723237552615024
2025-09-14,21:36:14,7881,153 R,335(A),True,6,2.6652648987962304
2025-09-14,21:36:14,7881,153 N,409(A),True,26,4.7024302936165
2025-09-14,21:36:14,7881,120,375(C),False,75,3.180686414739153
2025-09-14,21:36:14,7881,153 N,326(C),True,86,4.335166969048236
2025-09-14,21:36:14,5742,122 VERDE,4157,False,20,3.8797971100156445
2025-09-14,21:36:14,5742,128 R,3566,False,27,3.128423893757345
2025-09-14,21:41:19,7881,153 R,335(A),True,0,2.129766132364045
2025-09-14,21:41:19,7881,153 N,409(A),True,16,4.266187903898601
2025-09-14,21:41:19,7881,123,1235(A),False,19,4.257708595662238
2025-09-14,21:41:19,7881,120,375(C),False,71,2.5338372186508917
2025-09-14,21:41:19,5742,122 VERDE,4157,False,12,3.083196389117536
2025-09-14,21:41:19,5742,128 R,3566,False,22,2.993206467437037
2025-09-14,21:46:23,7881,123,1235(A),False,14,2.9362828830347474
2025-09-14,21:46:23,7881,153 N,409(A),True,17,4.267902973243733
2025-09-14,21:46:23,7881,120,375(C),False,60,2.6006083930095567
2025-09-14,21:46:23,5742,122 VERDE,4157,False,5,2.0216843466936396
2025-09-14,21:46:23,5742,128 R,3566,False,18,3.431509950576466
2025-09-14,21:51:27,7881,123,1235(A),False,9,1.842574291771767
2025-09-14,21:51:27,7881,153 N,409(A),True,12,3.951110270371457
2025-09-14,21:51:27,7881,120,375(C),False,55,3.4378240553440635
2025-09-14,21:51:27,7881,153 N,326(C),True,71,2.9234469621250203
2025-09-14,21:51:27,7881,123,1231(A),False,75,3.184745187533311
2025-09-14,21:51:27,5742,122 VERDE,4157,False,0,0.37949690333410646
2025-09-14,21:51:27,5742,128 R,3566,False,14,3.0616651688021244
2025-09-14,21:56:31,7881,123,1235(A),False,3,0.14961247538133096
2025-09-14,21:56:31,7881,153 N,409(A),True,8,3.0133340627446104
2025-09-14,21:56:31,7881,120,375(C),False,50,3.1981410142814446
2025-09-14,21:56:31,7881,153 N,326(C),True,66,2.580788519332594
2025-09-14,21:56:31,7881,123,1231(A),False,69,2.1473704198011343
2025-09-14,21:56:31,5742,128 R,3566,False,10,2.408846173544694
2025-09-14,22:01:36,7881,153 N,409(A),True,0,0.6121355157121767
2025-09-14,22:01:36,7881,120,375(C),False,45,1.8417801610847737
2025-09-14,22:01:36,7881,153 N,326(C),True,61,3.6715888774933725
2025-09-14,22:01:36,7881,123,1231(A),False,64,0.5438444741245843
2025-09-14,22:01:36,5742,128 R,3566,False,4,1.5519087763249517
2025-09-14,22:06:40,7881,120,375(C),False,40,0.9982594417736455
2025-09-14,22:06:40,7881,153 N,326(C),True,56,3.274102917221438
2025-09-14,22:06:40,7881,123,1231(A),False,59,1.3462472246122623
2025-09-14,22:11:47,7881,120,375(C),False,35,1.1106622160467692
2025-09-14,22:11:47,7881,153 R,406(C),True,44,1.691809595706518
2025-09-14,22:11:47,7881,153 N,326(C),True,51,3.1341432792454533
2025-09-14,22:11:47,7881,153 R,329(A),True,99,6.499738080992819
2025-09-14,22:16:55,7881,120,375(C),False,29,3.34983709898204
2025-09-14,22:16:55,7881,153 R,406(C),True,39,3.852542190350278
2025-09-14,22:16:55,7881,153 N,326(C),True,46,2.0775553568367444
2025-09-14,22:16:55,7881,123,1231(A),False,49,3.4904466257994398
2025-09-14,22:16:55,7881,153 R,329(A),True,94,6.072732327450924
2025-09-14,22:16:55,5742,122 ROJA,4256,False,33,4.028267021403001
2025-09-14,22:21:59,7881,153 R,406(C),True,34,4.4230522292047905
2025-09-14,22:21:59,7881,153 N,326(C),True,41,0.5832131521858028
2025-09-14,22:21:59,7881,123,1231(A),False,44,3.8209725606879408
2025-09-14,22:21:59,7881,153 R,329(A),True,89,4.51591288530217
2025-09-14,22:21:59,5742,122 VERDE,4342,False,21,4.178761971351463
2025-09-14,22:21:59,5742,122 ROJA,4256,False,27,4.030797435276522
2025-09-14,22:27:03,7881,123,347(C),True,10,3.5449460887168556
2025-09-14,22:27:03,7881,153 R,406(C),True,28,4.75183028078936
2025-09-14,22:27:03,7881,153 N,326(C),True,35,1.324666506871912
2025-09-14,22:27:03,7881,123,1231(A),False,39,5.647761767510166
2025-09-14,22:27:03,7881,153 R,329(A),True,83,4.120559369721393
2025-09-14,22:27:03,7881,123,347(C),True,87,3.5449460887168556
2025-09-14,22:27:03,5742,122 ROJA,4256,False,22,4.0281964504708245
2025-09-14,22:27:03,5742,122 VERDE,4342,False,22,4.177163360020791
2025-09-14,22:27:03,5742,128 R,3881,True,25,4.0186613405267
2025-09-14,22:32:08,7881,120,375(C),False,14,3.5549591580303157
2025-09-14,22:32:08,7881,153 R,406(C),True,23,4.751651231504387
2025-09-14,22:32:08,7881,153 N,326(C),True,30,2.483642488732681
2025-09-14,22:32:08,7881,153 R,329(A),True,78,4.120559369721393
2025-09-14,22:32:08,5742,122 ROJA,4256,False,17,3.4561872673063383
2025-09-14,22:32:08,5742,122 VERDE,4342,False,21,4.181149726368379
2025-09-14,22:32:08,5742,128 R,3881,True,24,3.000004196705131
2025-09-14,22:37:13,7881,120,375(C),False,12,3.556693972568617
2025-09-14,22:37:13,7881,153 R,406(C),True,18,4.750909328791398
2025-09-14,22:37:13,7881,153 N,326(C),True,25,4.181942882749452
2025-09-14,22:37:13,7881,153 R,329(A),True,75,4.120559369721393
2025-09-14,22:37:13,5742,122 ROJA,4256,False,13,3.6533964738181695
2025-09-14,22:37:13,5742,128 R,3881,True,14,3.2266021413884514
2025-09-14,22:37:13,5742,122 VERDE,4342,False,22,4.1776238090573
2025-09-14,22:42:17,7881,120,375(C),False,6,3.251174966264435
2025-09-14,22:42:17,7881,153 R,406(C),True,14,4.667385502930227
2025-09-14,22:42:17,7881,153 R,329(A),True,75,4.120559369721393
2025-09-14,22:42:17,5742,122 ROJA,4256,False,5,1.7600503834452776
2025-09-14,22:42:17,5742,128 R,3881,True,7,2.224698062503982
2025-09-14,22:42:17,5742,122 VERDE,4342,False,21,4.180749607780135
2025-09-14,22:47:21,7881,120,375(C),False,0,1.3246945444853764
2025-09-14,22:47:21,7881,153 R,406(C),True,9,3.447899788184387
2025-09-14,22:47:21,7881,153 R,329(A),True,74,4.120559369721393
2025-09-14,22:47:21,5742,122 ROJA,4256,False,0,0.33360137801737216
2025-09-14,22:47:21,5742,128 R,3881,True,0,0.40261555783210057
2025-09-14,22:47:21,5742,122 VERDE,4342,False,11,3.0522568978091114
2025-09-14,22:52:25,7881,153 R,406(C),True,4,2.021887128354256
2025-09-14,22:52:25,7881,123,1231(A),False,16,5.92190603351309
2025-09-14,22:52:25,7881,123,347(C),True,53,2.4817099083670904
2025-09-14,22:52:25,7881,153 R,329(A),True,74,4.120559369721393
2025-09-14,22:52:25,5742,122 VERDE,4342,False,3,1.492476224751014
2025-09-14,22:57:32,7881,153 R,406(C),True,0,0.24836258793806892
2025-09-14,22:57:32,7881,123,1231(A),False,10,3.509103000215244
2025-09-14,22:57:32,7881,123,347(C),True,47,1.8312146626213113
2025-09-14,22:57:32,7881,153 R,329(A),True,75,4.120559369721393
2025-09-14,23:02:39,7881,123,1231(A),False,3,1.8108803094900927
2025-09-14,23:02:39,7881,123,347(C),True,42,0.15421878542473488
2025-09-14,23:02:39,7881,153 R,329(A),True,48,0.6879574482382226
2025-09-14,23:07:47,7881,153 R,329(A),True,43,0.840933304133846
2025-09-14,23:07:47,5742,122 ROJA,4250,False,21,4.020858394910922
2025-09-14,23:12:53,7881,123,347(C),True,32,2.4057862523171356
2025-09-14,23:12:53,7881,153 R,329(A),True,38,2.5247710377634314
2025-09-14,23:12:53,5742,122 ROJA,4250,False,14,3.5493350653000793
2025-09-14,23:17:57,7881,123,347(C),True,27,3.589183241704172
2025-09-14,23:17:57,7881,153 R,329(A),True,33,4.329603616187775
2025-09-14,23:17:57,5742,122 ROJA,4250,False,8,2.7519264918750617
2025-09-14,23:23:02,7881,123,347(C),True,22,6.355820137902627
2025-09-14,23:23:02,7881,153 R,329(A),True,27,4.747546810423106
2025-09-14,23:23:02,5742,122 ROJA,4250,False,0,0.16984058906829655
2025-09-14,23:28:06,7881,153 R,329(A),True,22,4.755466849605749
2025-09-14,23:33:14,7881,153 R,329(A),True,17,4.754363569386664
2025-09-14,23:38:21,7881,153 R,329(A),True,12,4.078544573240806
2025-09-14,23:38:21,7881,123,347(C),True,15,5.692261902431658
2025-09-14,23:43:29,7881,153 R,329(A),True,6,2.7377726298011957
2025-09-14,23:43:29,7881,123,347(C),True,9,3.8037694511095808
2025-09-14,23:48:37,7881,153 R,329(A),True,0,0.7564499385067315
2025-09-14,23:53:45,5742,128 R,3881,True,28,3.8368923637816073
2025-09-14,23:58:52,5742,128 R,3881,True,24,2.999939835687547
2025-09-15,00:04:00,7881,120,375(C),False,13,3.606998958171002
2025-09-15,00:04:00,7881,123,347(C),True,64,2.932180100182875
2025-09-15,00:04:00,5742,128 R,3881,True,15,3.5583858720417196
2025-09-15,00:09:04,7881,153 N,374(C),False,6,2.794372522089283
2025-09-15,00:09:04,7881,120,375(C),False,10,3.6078654088618562
2025-09-15,00:09:04,7881,123,347(C),True,53,4.223607965654848
2025-09-15,00:09:04,5742,128 R,3881,True,10,3.5583858720417196
2025-09-15,00:14:07,7881,153 N,374(C),False,0,0.40390847430956217
2025-09-15,00:14:07,7881,120,375(C),False,10,3.6078654088618562
2025-09-15,00:14:07,7881,123,347(C),True,48,2.0430556556787733
2025-09-15,00:14:07,5742,128 R,3881,True,5,3.5583858720417196
2025-09-15,00:19:12,7881,123,347(C),True,43,0.5563749537203605
2025-09-15,00:19:12,7881,120,366(C),False,88,0.26650615685733275
2025-09-15,00:19:12,5742,128 R,3881,True,0,3.5583858720417196
2025-09-15,00:24:16,7881,120,366(C),False,84,0.959213738114663
2025-09-15,00:24:16,7881,153 R,406(C),True,90,4.805340558105308
2025-09-15,00:29:23,7881,123,347(C),True,33,3.6504487490981252
2025-09-15,00:29:23,7881,120,366(C),False,78,2.262919350663008
2025-09-15,00:29:23,7881,153 R,406(C),True,85,4.805375107731906
2025-09-15,00:34:29,7881,123,347(C),True,28,6.360430441276576
2025-09-15,00:34:29,7881,120,366(C),False,72,3.6163404212006736
2025-09-15,00:34:29,7881,153 R,406(C),True,80,4.610916682909031
2025-09-15,00:39:36,7881,120,366(C),False,67,3.191019504333074
2025-09-15,00:39:36,7881,153 R,406(C),True,75,3.154992967277573
2025-09-15,00:44:43,7881,120,366(C),False,63,2.4902437382478357
2025-09-15,00:44:43,7881,153 R,406(C),True,70,3.111673677654201
2025-09-15,00:49:50,7881,123,326(C),True,10,3.6004549434434963
2025-09-15,00:49:50,7881,120,366(C),False,57,3.2685221419052732
2025-09-15,00:49:50,7881,153 R,406(C),True,65,3.111673677654201
2025-09-15,00:49:50,7881,123,326(C),True,87,3.6004549434434963
2025-09-15,00:54:58,7881,120,366(C),False,52,3.769351975207251
2025-09-15,00:54:58,7881,153 R,406(C),True,60,3.727220357730488
2025-09-15,01:00:05,7881,120,366(C),False,47,2.492178150987293
2025-09-15,01:00:05,7881,153 R,406(C),True,54,3.1477351251133925
2025-09-15,01:05:15,7881,120,366(C),False,42,1.5458870221064458
2025-09-15,01:05:15,7881,153 R,406(C),True,49,1.9983451984567806
2025-09-15,01:10:24,7881,120,366(C),False,37,0.3170180745633142
2025-09-15,01:10:24,7881,153 R,406(C),True,44,0.040653390950012934
2025-09-15,01:15:31,7881,120,366(C),False,32,2.3471200465672326
2025-09-15,01:15:31,7881,153 R,406(C),True,39,2.1060707179912175
2025-09-15,01:15:31,7881,123,326(C),True,64,3.136032771901267
2025-09-15,01:20:39,7881,120,366(C),False,27,3.349670266318665
2025-09-15,01:20:39,7881,153 R,406(C),True,34,3.4077574437597047
2025-09-15,01:20:39,7881,123,326(C),True,62,4.1209062982296185
2025-09-15,01:25:47,7881,120,366(C),False,22,3.5673718397154546
2025-09-15,01:25:47,7881,153 R,406(C),True,29,4.4629082342645185
2025-09-15,01:25:47,7881,123,326(C),True,53,2.489289599723966
2025-09-15,01:30:54,7881,120,366(C),False,16,3.5669498540017157
2025-09-15,01:30:54,7881,153 R,406(C),True,24,4.753809126258906
2025-09-15,01:30:54,7881,123,326(C),True,48,0.47683115859866343
2025-09-15,01:36:02,7881,120,366(C),False,11,3.5854816689194053
2025-09-15,01:36:02,7881,153 R,406(C),True,18,4.752888739222102
2025-09-15,01:36:02,7881,123,326(C),True,43,1.6750244363578657
2025-09-15,01:41:11,7881,120,366(C),False,8,3.338151062422696
2025-09-15,01:41:11,7881,153 R,406(C),True,15,4.8372699897025235
2025-09-15,01:41:11,7881,123,326(C),True,38,3.572818721912671
2025-09-15,01:41:11,7881,120,366(C),False,98,3.338151062422696
2025-09-15,01:46:19,7881,120,366(C),False,0,0.8913776615762719
2025-09-15,01:46:19,7881,153 R,406(C),True,9,3.4164310439498737
2025-09-15,01:46:19,7881,123,326(C),True,33,5.4559212065625955
2025-09-15,01:46:19,7881,120,366(C),False,91,0.8913776615762719
2025-09-15,01:51:28,7881,153 R,406(C),True,3,2.023731135971156
2025-09-15,01:51:28,7881,120,366(C),False,85,0.4997272743307472
2025-09-15,01:56:35,7881,120,366(C),False,80,2.1756999525517293
2025-09-15,02:01:43,7881,120,366(C),False,74,3.1046040383983495
2025-09-15,02:06:51,7881,123,326(C),True,15,5.518461471180283
2025-09-15,02:06:51,7881,120,366(C),False,69,3.31955149255793
2025-09-15,02:06:51,7881,123,326(C),True,92,5.518461471180283
2025-09-15,02:11:59,7881,123,326(C),True,8,3.215276395644214
2025-09-15,02:11:59,7881,120,366(C),False,66,3.1761251163187483
2025-09-15,02:11:59,7881,123,326(C),True,85,3.215276395644214
2025-09-15,02:17:08,7881,120,366(C),False,60,2.1804843305638038
2025-09-15,02:22:16,7881,120,366(C),False,55,3.3253913355255516
2025-09-15,02:22:16,7881,123,326(C),True,75,0.1797911870657142
2025-09-15,02:22:16,7881,153 N,374(C),False,98,7.4591381386631825
2025-09-15,02:27:24,7881,120,366(C),False,50,3.6014074192414065
2025-09-15,02:27:24,7881,123,326(C),True,71,1.3531859111503142
2025-09-15,02:27:24,7881,153 N,374(C),False,93,5.954267355283542
2025-09-15,02:32:32,7881,120,366(C),False,45,2.3600526209162545
2025-09-15,02:32:32,7881,123,326(C),True,65,2.827358556085073
2025-09-15,02:32:32,7881,153 N,374(C),False,88,4.280344414569911
2025-09-15,02:37:40,7881,120,366(C),False,40,1.1259769787068379
2025-09-15,02:37:40,7881,123,326(C),True,60,4.200967362337216
2025-09-15,02:37:40,7881,153 N,374(C),False,83,3.063151264043114
2025-09-15,02:42:48,7881,120,366(C),False,35,1.3218510504953602
2025-09-15,02:42:48,7881,123,326(C),True,53,2.3739032065855787
2025-09-15,02:42:48,7881,153 N,374(C),False,78,2.6681868922490897
2025-09-15,02:47:56,7881,120,366(C),False,29,3.348107281144306
2025-09-15,02:47:56,7881,123,326(C),True,48,0.9122534607464868
2025-09-15,02:47:56,7881,153 N,374(C),False,73,2.6328346204508737
2025-09-15,02:53:04,7881,120,366(C),False,24,3.515855869208268
2025-09-15,02:53:04,7881,153 N,374(C),False,67,3.6793023571524146
2025-09-15,02:58:11,7881,120,366(C),False,19,3.5442591870730773
2025-09-15,02:58:11,7881,123,326(C),True,38,3.319533344949368
2025-09-15,02:58:11,7881,153 N,374(C),False,62,3.200699562169722
2025-09-15,03:03:20,7881,120,366(C),False,14,3.546406873919679
2025-09-15,03:03:20,7881,123,326(C),True,33,5.75940960235725
2025-09-15,03:03:20,7881,153 N,374(C),False,57,1.9726563436134779
2025-09-15,03:08:27,7881,120,366(C),False,10,3.6316826840153724
2025-09-15,03:08:27,7881,153 N,374(C),False,52,0.44592488714101164
2025-09-15,03:13:35,7881,120,366(C),False,6,3.1889766470245466
2025-09-15,03:13:35,7881,153 N,374(C),False,47,1.938749779682606
2025-09-15,03:13:35,5742,122 VERDE,4252,False,21,4.0686452684263665
2025-09-15,03:18:40,7881,120,366(C),False,0,0.8649124191523373
2025-09-15,03:18:40,7881,153 N,374(C),False,42,3.5641506653703425
2025-09-15,03:18:40,5742,122 VERDE,4252,False,16,4.073502530602081
2025-09-15,03:23:44,5742,122 VERDE,4252,False,11,2.9410154727881306
2025-09-15,03:28:52,7881,123,326(C),True,12,4.19852327704055
2025-09-15,03:28:52,5742,122 VERDE,4252,False,2,0.9240572661196224
2025-09-15,03:33:56,7881,123,326(C),True,4,1.925917736917383
2025-09-15,03:39:05,7881,123,326(C),True,0,0.3940497621791808
2025-09-15,03:49:24,7881,153 R,325(A),True,96,9.071762616085184
2025-09-15,03:54:31,7881,153 R,325(A),True,91,9.071534323273177
2025-09-15,03:59:39,7881,153 R,325(A),True,86,8.30940448054227
2025-09-15,04:09:57,7881,153 R,325(A),True,75,5.808390357775582
2025-09-15,04:15:05,7881,153 R,325(A),True,70,3.314822100401836
2025-09-15,04:20:13,7881,153 R,335(A),True,7,3.3578100759571003
2025-09-15,04:20:13,7881,123,1256(A),False,16,5.568185961815694
2025-09-15,04:20:13,7881,153 R,325(A),True,65,2.564197950899345
2025-09-15,04:20:13,7881,153 N,337(A),True,94,7.939010781050673
2025-09-15,04:20:13,5742,122 ROJA,4158,False,11,3.535298435867475
2025-09-15,04:25:17,7881,153 R,335(A),True,3,2.0804939447563293
2025-09-15,04:25:17,7881,123,1256(A),False,10,3.366542927042871
2025-09-15,04:25:17,7881,153 R,325(A),True,60,3.5060148866309806
2025-09-15,04:25:17,7881,153 N,337(A),True,89,8.778148304077117
2025-09-15,04:25:17,5742,122 ROJA,4158,False,3,0.9157976436681137
2025-09-15,04:30:21,7881,153 R,325(A),True,55,3.221990293114839
2025-09-15,04:30:21,7881,153 N,337(A),True,84,7.136671497913894
2025-09-15,04:35:29,7881,120,1257(A),False,10,3.503800295331991
2025-09-15,04:35:29,7881,153 R,325(A),True,50,1.6581147442081927
2025-09-15,04:35:29,7881,153 N,337(A),True,79,5.16095508727837
2025-09-15,04:35:29,7881,123,1256(A),False,86,1.3661925649879962
2025-09-15,04:40:39,7881,120,1257(A),False,5,2.6481196979233816
2025-09-15,04:40:39,7881,153 R,325(A),True,45,0.6234801479179813
2025-09-15,04:40:39,7881,153 N,337(A),True,74,3.8994813556166243
2025-09-15,04:40:39,7881,123,1256(A),False,80,2.8617759680617554
2025-09-15,04:40:39,5742,122 VERDE,4147,False,21,4.185097926910581
2025-09-15,04:45:42,7881,153 R,325(A),True,39,3.342127705543233
2025-09-15,04:45:42,7881,153 N,337(A),True,68,2.802545344092842
2025-09-15,04:45:42,7881,123,1256(A),False,73,3.885236372917452
2025-09-15,04:45:42,7881,153 R,336(A),True,92,8.831024373283979
2025-09-15,04:45:42,7881,120,1257(A),False,98,0.06629429827147895
2025-09-15,04:45:42,5742,122 VERDE,4147,False,22,4.188443795763652
2025-09-15,04:50:46,7881,123,1230(A),False,16,5.691469844277498
2025-09-15,04:50:46,7881,153 R,325(A),True,34,4.385885041857761
2025-09-15,04:50:46,7881,153 N,337(A),True,63,2.447140918894445
2025-09-15,04:50:46,7881,123,1256(A),False,68,2.8656709256583395
2025-09-15,04:50:46,7881,153 R,336(A),True,87,7.965666846323019
2025-09-15,04:50:46,7881,120,1257(A),False,93,0.8974025591960643
2025-09-15,04:50:46,5742,122 VERDE,4147,False,12,3.1716037627911877
2025-09-15,04:55:50,7881,153 R,326(C),True,8,3.723388299057223
2025-09-15,04:55:50,7881,123,1230(A),False,10,3.4192897244252567
2025-09-15,04:55:50,7881,153 R,325(A),True,29,4.317153678199409
2025-09-15,04:55:50,7881,153 N,337(A),True,58,3.2151980809449694
2025-09-15,04:55:50,7881,123,1256(A),False,63,1.6940128236768657
2025-09-15,04:55:50,7881,120,1257(A),False,88,1.1426900167094056
2025-09-15,04:55:50,5742,122 VERDE,4147,False,6,2.207872140216792
2025-09-15,04:55:50,5742,122 VERDE,4252,False,22,4.20289769291084
2025-09-15,05:00:53,7881,153 R,326(C),True,0,1.217610319012138
2025-09-15,05:00:53,7881,120,1189(A),False,11,3.5332507807837668
2025-09-15,05:00:53,7881,153 R,325(A),True,24,4.317266215713726
2025-09-15,05:00:53,7881,153 N,337(A),True,53,3.274102917221438
2025-09-15,05:00:53,7881,153 R,336(A),True,77,6.4922085544308406
2025-09-15,05:00:53,7881,120,1257(A),False,83,1.4550480572544757
2025-09-15,05:00:53,5742,122 VERDE,4252,False,50,4.196521181459925
2025-09-15,05:05:57,7881,153 N,340(A),True,5,2.79912735158737
2025-09-15,05:05:57,7881,120,1189(A),False,7,3.324221224462171
2025-09-15,05:05:57,7881,153 R,325(A),True,19,4.317379036679258
2025-09-15,05:05:57,7881,153 N,337(A),True,48,2.332060705385428
2025-09-15,05:05:57,7881,123,1256(A),False,53,2.0814785865644825
2025-09-15,05:05:57,7881,153 R,336(A),True,72,4.325687020345888
2025-09-15,05:05:57,7881,120,1257(A),False,74,3.1349800104562098
2025-09-15,05:05:57,7881,123,1230(A),False,93,1.4218419527653294
2025-09-15,05:05:57,5742,128 R,3875,True,30,3.598630964950712
2025-09-15,05:05:57,5742,122 VERDE,4252,False,45,4.199546483140365
2025-09-15,05:11:01,7881,153 N,340(A),True,0,0.689206679255453
2025-09-15,05:11:01,7881,120,1189(A),False,2,1.4591611466444214
2025-09-15,05:11:01,7881,153 R,325(A),True,17,4.318307327776547
2025-09-15,05:11:01,7881,153 N,337(A),True,43,0.39920618857623924
2025-09-15,05:11:01,7881,123,1256(A),False,48,4.9549441779029495
2025-09-15,05:11:01,7881,153 R,336(A),True,67,2.8355266375883184
2025-09-15,05:11:01,7881,120,1257(A),False,69,2.6095922631868285
2025-09-15,05:11:01,7881,123,1230(A),False,86,3.058677804500553
2025-09-15,05:11:01,5742,122 ROJA,4153,False,17,3.40380493128675
2025-09-15,05:11:01,5742,128 R,3875,True,20,3.598630964950712
2025-09-15,05:11:01,5742,122 VERDE,4252,False,40,4.187789969428681
2025-09-15,05:16:05,7881,153 R,325(A),True,11,4.305083314461248
2025-09-15,05:16:05,7881,153 N,337(A),True,38,2.0638251012941873
2025-09-15,05:16:05,7881,123,1256(A),False,43,6.650819246262822
2025-09-15,05:16:05,7881,153 R,336(A),True,62,2.3914221025096207
2025-09-15,05:16:05,7881,120,1257(A),False,64,3.3613347702890706
2025-09-15,05:16:05,7881,123,1230(A),False,80,4.234872732287211
2025-09-15,05:16:05,5742,128 R,3875,True,10,3.598630964950712
2025-09-15,05:16:05,5742,122 ROJA,4153,False,16,3.4094948639039604
2025-09-15,05:16:05,5742,122 VERDE,4252,False,35,4.190393120974576
2025-09-15,05:21:08,7881,153 R,325(A),True,6,2.929601135245373
2025-09-15,05:21:08,7881,123,1234(A),False,16,5.591123558743488
2025-09-15,05:21:08,7881,153 R,336(A),True,57,2.3914221025096207
2025-09-15,05:21:08,7881,120,1257(A),False,59,3.535730246339716
2025-09-15,05:21:08,7881,123,1230(A),False,75,2.8657621670655278
2025-09-15,05:21:08,7881,153 N,338(A),True,97,8.574616553839553
2025-09-15,05:21:08,5742,128 R,3875,True,0,3.598630964950712
2025-09-15,05:21:08,5742,122 ROJA,4153,False,13,3.552704475543962
2025-09-15,05:21:08,5742,122 VERDE,4252,False,30,4.185835707167398
2025-09-15,05:26:12,7881,153 R,325(A),True,0,0.8008289645932306
2025-09-15,05:26:12,7881,123,1234(A),False,10,3.422698487940838
2025-09-15,05:26:12,7881,153 R,336(A),True,52,3.1994677182777744
2025-09-15,05:26:12,7881,120,1257(A),False,54,2.531180373476069
2025-09-15,05:26:12,7881,123,1230(A),False,70,1.9656075842163516
2025-09-15,05:26:12,7881,153 N,338(A),True,92,8.47362279062333
2025-09-15,05:26:12,5742,122 ROJA,4153,False,4,1.769940015169538
2025-09-15,05:26:12,5742,122 VERDE,4252,False,24,4.186274600797688
2025-09-15,05:31:16,7881,123,1234(A),False,4,1.7906990623841401
2025-09-15,05:31:16,7881,120,1195(A),False,19,3.458963554106154
2025-09-15,05:31:16,7881,153 R,336(A),True,47,1.8665946449453301
2025-09-15,05:31:16,7881,120,1257(A),False,49,1.5848092085463068
2025-09-15,05:31:16,7881,123,1230(A),False,65,0.4852755000333133
2025-09-15,05:31:16,7881,153 N,338(A),True,87,6.493632064032252
2025-09-15,05:31:16,7881,120,1189(A),False,97,2.8061927005632468
2025-09-15,05:31:16,5742,122 VERDE,4252,False,19,3.55399802636113
2025-09-15,05:36:20,7881,120,1195(A),False,19,3.4924408011316617
2025-09-15,05:36:20,7881,153 R,336(A),True,41,0.43938612263513716
2025-09-15,05:36:20,7881,120,1257(A),False,44,0.2577949369949046
2025-09-15,05:36:20,7881,123,1230(A),False,60,2.3027707108592277
2025-09-15,05:36:20,7881,153 N,338(A),True,81,4.927065726814038
2025-09-15,05:36:20,7881,120,1189(A),False,93,3.664985245321414
2025-09-15,05:36:20,5742,122 VERDE,4252,False,12,3.141344287690173
2025-09-15,05:41:23,7881,120,1195(A),False,12,3.312962246293653
2025-09-15,05:41:23,7881,153 R,336(A),True,36,2.848772773813684
2025-09-15,05:41:23,7881,120,1257(A),False,39,1.8602876941252406
2025-09-15,05:41:23,7881,123,1230(A),False,55,4.5334735797133705
2025-09-15,05:41:23,7881,153 N,338(A),True,76,3.6604002742064896
2025-09-15,05:41:23,7881,120,1189(A),False,89,3.2345358362840493
2025-09-15,05:41:23,7881,153 N,341(A),True,98,7.116215029290411
2025-09-15,05:41:23,5742,122 VERDE,4252,False,7,2.2900691923734406
2025-09-15,05:46:27,7881,120,1195(A),False,6,2.177975576885332
2025-09-15,05:46:27,7881,153 N,337(A),True,8,3.4257645782533133
2025-09-15,05:46:27,7881,120,1205(A),False,19,3.608018219016433
2025-09-15,05:46:27,7881,123,1256(A),False,20,6.00989566513769
2025-09-15,05:46:27,7881,153 R,336(A),True,31,4.111240265821472
2025-09-15,05:46:27,7881,120,1257(A),False,34,3.333287861511464
2025-09-15,05:46:27,7881,123,1230(A),False,50,6.460236707140499
2025-09-15,05:46:27,7881,153 N,338(A),True,71,2.850136160905061
2025-09-15,05:46:27,7881,153 N,341(A),True,93,5.458013135436981
2025-09-15,05:46:27,7881,123,1234(A),False,95,2.8142065978008577
2025-09-15,05:46:27,5742,122 VERDE,4252,False,2,1.0759820239460762
2025-09-15,05:46:27,5742,122 ROJA,4238,False,20,4.050001648455392
2025-09-15,05:51:31,7881,120,1195(A),False,0,0.4165979611774544
2025-09-15,05:51:31,7881,153 N,337(A),True,2,1.6555140483232655
2025-09-15,05:51:31,7881,123,1256(A),False,14,3.7225541037619094
2025-09-15,05:51:31,7881,120,1205(A),False,15,3.4122974887782833
2025-09-15,05:51:31,7881,153 R,336(A),True,26,4.342656095388443
2025-09-15,05:51:31,7881,120,1257(A),False,29,3.556140849126194
2025-09-15,05:51:31,7881,153 N,338(A),True,66,2.41203644626015
2025-09-15,05:51:31,7881,123,1234(A),False,84,4.090704174921697
2025-09-15,05:51:31,7881,153 N,341(A),True,88,3.6803202423263968
2025-09-15,05:51:31,5742,122 ROJA,4238,False,15,3.4560286474698
2025-09-15,05:51:31,5742,128 R,3873,True,28,3.330467572399443
2025-09-15,05:56:34,7881,123,1256(A),False,6,1.8712888726427497
2025-09-15,05:56:34,7881,120,1205(A),False,8,2.564620274777746
2025-09-15,05:56:34,7881,153 R,327(C),True,9,3.82725853368532
